"","X.1","X","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca","Occupation_precise"
"158",158,158,4710,1705,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q526236","cartographer",2341,16,5,NA,NA,NA,NA,NA,NA,0.201190214348726," cartographer "
"159",159,159,5425,1750,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q96680","scientist",8196,21,4,6735,17,4,NA,NA,NA,0.781458616090227," mathematician "
"160",160,160,5661,1777,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q6722","scientist",65292,2180,134,81672,1084,134,44047,614,134,28.0721434302271," mathematician "
"161",161,161,5954,1690,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q207325","scientist",4358,89,39,4411,38,39,3465,45,39,4.08397960857837," mathematician "
"162",162,162,6265,1726,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q104451","scientist",2414,9,4,2507,14,4,NA,NA,NA,0.416560452268815," mathematician "
"163",163,163,6592,1685,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q96517","scientist",3481,25,5,8079,22,5,NA,NA,NA,0.742046150940603," mathematician "
"164",164,164,6593,1695,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91380","scientist",1971,13,4,2148,17,4,NA,NA,NA,0.409783425153841," mathematician "
"165",165,165,6697,1684,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q106630","scientist",2419,23,5,13061,37,5,NA,NA,NA,0.925109457261214," astronomer "
"166",166,166,6734,1693,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91657","scientist",3024,31,10,5913,28,10,3612,11,10,1.40716126538098," physicist "
"167",167,167,6881,1648,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q5162533","scientist",3273,5,2,NA,NA,NA,NA,NA,NA,0.131938454291035," mathematician "
"168",168,168,6889,1733,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q78101","scientist",2341,13,6,8521,21,6,NA,NA,NA,0.749365857913618," mathematician "
"169",169,169,7049,1741,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q65720","scientist",5093,23,13,7689,27,13,2481,3,13,1.6983848380351," mathematician "
"170",170,170,8043,1732,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q99551","scientist",1728,11,4,5699,25,4,NA,NA,NA,0.544922840132312," mathematician "
"171",171,171,7897,1719,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q61813","scientist",5361,65,18,8090,86,18,1147,21,18,2.50475693438521," mathematician "
"172",172,172,8264,1713,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91653","scientist",2978,27,5,3168,21,5,NA,NA,NA,0.571591391448773," mathematician "
"173",173,173,8368,1685,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q65219","scientist",4239,31,14,NA,NA,NA,NA,NA,NA,0.547940736061941," mathematician "
"174",174,174,8346,1739,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q214378","scientist",2167,19,8,4797,15,8,NA,NA,NA,0.721323513521965," mathematician "
"175",175,175,7899,1712,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q64773","scientist",1837,30,12,6032,26,12,3688,23,12,1.57651864872896," mathematician "
"176",176,176,8862,1728,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q122999","scientist",17037,240,42,NA,NA,NA,57790,149,42,5.69467145803541," mathematician "
"177",177,177,9093,1646,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q9047","scientist",123211,2632,132,95391,1783,132,147057,1290,132,40.3630047470622," mathematician "
"178",178,178,10380,1711,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q65210","scientist",13295,79,13,NA,NA,NA,NA,NA,NA,0.907648066928466," mathematician "
"179",179,179,11605,1765,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q77361","scientist",3960,55,20,11371,49,20,3963,27,20,2.64906346116663," mathematician "
"180",180,180,14357,1755,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q104710","scientist",5286,45,2,NA,NA,NA,NA,NA,NA,0.260899900410339," mathematician "
"181",181,181,14956,1651,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q77288","scientist",10622,176,25,NA,NA,NA,5447,48,25,2.34809945743594," mathematician "
"182",182,182,15609,1691,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q70690","scientist",1670,11,5,4702,23,5,4715,13,5,0.897826039374593," astronomer "
"183",183,183,9831,1768,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3710198","scientist",3051,13,5,NA,NA,NA,NA,NA,NA,0.221811076159996," mathematician "
"184",184,184,442,1718,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q200392","philosopher",17114,435,57,8763,40,57,NA,NA,NA,4.83271557541334," philosopher "
"185",185,185,2276,1684,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q4940170","salonnière",3443,21,8,NA,NA,NA,6748,6,8,0.789069322207191," salonniÃ¨re "
"186",186,186,2641,1768,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2268975","scientist",4049,12,8,NA,NA,NA,NA,NA,NA,0.341528393342963," mathematician "
"187",187,187,3006,1617,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q673468","scientist",3315,30,10,2888,15,10,888,12,10,1.17984618766917," physicist "
"188",188,188,3017,1625,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q14279","selenographer",17328,321,62,13525,137,62,NA,NA,NA,5.55450991747045," selenographer "
"189",189,189,3079,1726,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q560889","scientist",1739,33,13,5601,15,13,1799,30,13,1.5648615649275," ornithologist "
"190",190,190,3081,1647,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q451293","scientist",4834,30,20,2628,10,20,3806,19,22,2.20830355888807," mathematician "
"191",191,191,3082,1648,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q635581","scientist",1970,27,14,1765,15,14,1707,19,14,1.48087637721688," mathematician "
"192",192,192,3432,1747,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18945199","scientist",3072,3,2,NA,NA,NA,NA,NA,NA,0.121959617948232," mathematician "
"193",193,193,4861,1682,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1528006","scientist",2963,34,9,5824,18,9,1408,11,11,1.26106866116547," mathematician "
"194",194,194,5206,1735,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1545263","scientist",2009,19,11,2716,21,11,1614,13,11,1.25092710968109," mathematician "
"195",195,195,5256,1754,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q454758","economist",3847,19,6,3465,10,6,7422,22,6,1.09346555463716," economist "
"196",196,196,5435,1728,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2755287","scientist",7190,31,9,NA,NA,NA,6040,25,9,1.04751827831181," astronomer "
"197",197,197,5543,1691,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q176742","architect",6176,44,13,NA,NA,NA,NA,NA,NA,0.606301473493727," architect "
"198",198,198,6133,1671,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q982368","scientist",7788,71,19,2578,15,19,2575,27,19,2.25052207637505," mathematician "
"199",199,199,9722,1731,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1384989","scientist",4315,35,10,4990,14,10,1295,8,10,1.27857788919628," mathematician "
"200",200,200,9817,1633,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2714672","scientist",1902,15,8,NA,NA,NA,NA,NA,NA,0.270347412738112," mathematician "
"201",201,201,9917,1750,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q361989","scientist",1607,33,20,5243,16,20,13370,32,20,2.51073861719965," mathematician "
"202",202,202,9938,1763,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3846271","scientist",1325,13,3,NA,NA,NA,NA,NA,NA,0.103711593085971," mathematician "
"203",203,203,10655,1713,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5041562","architect",2267,7,3,NA,NA,NA,NA,NA,NA,0.128135128271955," architect "
"204",204,204,11685,1739,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q16658104","scientist",4888,6,2,NA,NA,NA,NA,NA,NA,0.190214789590397," mathematician "
"205",205,205,11688,1794,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q958979","scientist",7591,20,9,1979,8,9,NA,NA,NA,0.850194398638968," physicist "
"206",206,206,12316,1720,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q21207776","scientist",1839,9,2,NA,NA,NA,NA,NA,NA,0.0872973948228386," mathematician "
"207",207,207,12412,1700,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q21208985","scientist",808,9,2,NA,NA,NA,NA,NA,NA,0.0510221808519392," journalist "
"208",208,208,12413,1676,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q318303","scientist",3613,55,25,2337,11,25,2148,22,25,2.51833239681499," mathematician "
"209",209,209,12414,1707,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2121731","scientist",3377,32,12,1592,8,12,8123,33,12,1.59507707724239," mathematician "
"210",210,210,12765,1765,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q318057","scientist",4800,80,28,9110,26,28,3617,26,31,3.26849867988201," mathematician "
"211",211,211,12843,1667,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q289517","scientist",5186,81,25,2097,26,25,12533,32,25,3.04521996394519," mathematician "
"212",212,212,12923,1708,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1371138","scientist",5090,35,7,4447,14,7,4780,29,7,1.23760133383267," mathematician "
"213",213,213,12962,1735,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q21209023","scientist",1398,4,2,NA,NA,NA,NA,NA,NA,0.0645141503860156," mathematician "
"214",214,214,12966,1704,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q21209024","scientist",1224,10,2,NA,NA,NA,NA,NA,NA,0.0671123070813608," mathematician "
"215",215,215,3552,1677,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2087202","scientist",6086,19,9,NA,NA,NA,2807,21,9,0.872070854294328," physicist "
"216",216,216,5865,1633,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3710207","scientist",5587,26,5,NA,NA,NA,NA,NA,NA,0.329932848544588," mathematician "
"217",217,217,16097,1716,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2739315","scientist",2337,19,9,NA,NA,NA,12058,30,9,1.07100337606812," mathematician "
"218",218,218,722,1824,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3760554","scientist",3421,17,4,NA,NA,NA,NA,NA,NA,0.211957322352059," mathematician "
"219",219,219,1545,1791,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5341811","scientist",1285,7,1,NA,NA,NA,NA,NA,NA,0.036212909207968," mathematician "
"220",220,220,1829,1828,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7945623","scientist",7237,19,1,NA,NA,NA,NA,NA,NA,0.263071538812688," mathematician "
"221",221,221,173,1810,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1739609","scientist",7939,13,4,NA,NA,NA,NA,NA,NA,0.365107363281219," mathematician "
"222",222,222,2973,1837,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5512452","scientist",1359,26,6,2576,12,6,3048,9,6,0.805450488755763," mathematician "
"223",223,223,159,1820,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1699566","scientist",4347,36,6,NA,NA,NA,NA,NA,NA,0.329523362463361," mathematician "
"224",224,224,3060,1821,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q159430","scientist",19055,385,40,13967,108,40,6391,149,40,6.25952503350082," mathematician "
"225",225,225,3112,1780,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q563069","scientist",27422,223,11,NA,NA,NA,NA,NA,NA,1.55661458763015," mathematician "
"226",226,226,3315,1784,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1373514","scientist",5217,30,8,6452,15,8,5589,10,8,1.33109355967001," mathematician "
"227",227,227,3486,1814,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1395000","scientist",26327,139,8,9418,20,8,NA,NA,NA,1.91124517081557," mathematician "
"228",228,228,3780,1842,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q339267","scientist",2678,31,5,2473,13,5,NA,NA,NA,0.508059640713212," mathematician "
"229",229,229,3969,1795,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7794189","scientist",4583,17,2,NA,NA,NA,NA,NA,NA,0.195470659790116," mathematician "
"230",230,230,4196,1849,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18910690","scientist",3887,9,1,NA,NA,NA,NA,NA,NA,0.130669717174562," mathematician "
"231",231,231,4796,1838,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q536514","scientist",3266,61,6,2253,6,6,NA,NA,NA,0.588800256101134," mathematician "
"232",232,232,5016,1829,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2270276","scientist",6586,59,4,NA,NA,NA,6039,6,4,0.709244740905091," mathematician "
"233",233,233,191,1786,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8009632","scientist",4802,15,2,NA,NA,NA,NA,NA,NA,0.200269311194916," mathematician "
"234",234,234,5555,1796,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7789909","actuary",2073,24,3,NA,NA,NA,NA,NA,NA,0.146016736138607," actuary "
"235",235,235,5713,1848,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q23060049","scientist",3203,4,3,NA,NA,NA,NA,NA,NA,0.156707685871221," mathematician "
"236",236,236,6200,1847,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q951479","scientist",6158,50,7,3650,18,7,6144,54,8,1.46519558218461," mathematician "
"237",237,237,159,1837,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6236409","scientist",1595,13,1,NA,NA,NA,NA,NA,NA,0.0558403613076929," mathematician "
"238",238,238,6561,1805,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q11887","scientist",34677,630,60,13546,121,60,NA,NA,NA,6.42790096241394," mathematician "
"239",239,239,7003,1839,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3568881","scientist",2636,147,8,NA,NA,NA,NA,NA,NA,0.488018524570374," mathematician "
"240",240,240,7695,1804,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q951355","scientist",1150,21,7,1900,6,7,1609,10,7,0.783524996057108," mathematician "
"241",241,241,7727,1808,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5541131","scientist",2620,132,1,NA,NA,NA,NA,NA,NA,0.264856267094578," mathematician "
"242",242,242,14731,1824,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q122701","scientist",78935,1502,70,18947,298,70,9662,268,70,14.1205241409811," physicist "
"243",243,243,9599,1809,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q778582","scientist",5939,86,11,NA,NA,NA,NA,NA,NA,0.601633514269877," mathematician "
"244",244,244,9999,1831,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q9095","scientist",80624,1867,119,28980,330,119,36314,395,119,20.6105798336608," physicist "
"245",245,245,9943,1770,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3349288","scientist",1124,14,3,NA,NA,NA,NA,NA,NA,0.0980928861242726," mathematician "
"246",246,246,180,1783,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18734466","scientist",7157,10,3,NA,NA,NA,NA,NA,NA,0.304547436428711," mathematician "
"247",247,247,10982,1842,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15990201","scientist",4090,15,2,2612,23,3,NA,NA,NA,0.44493358554864," mathematician "
"248",248,248,12919,1819,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q983374","scientist",13363,152,13,NA,NA,NA,NA,NA,NA,1.01613709417067," mathematician "
"249",249,249,13856,1813,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4786519","scientist",4729,43,3,NA,NA,NA,NA,NA,NA,0.267080906641866," mathematician "
"250",250,250,13873,1826,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q742431","scientist",14462,93,12,4448,20,12,10314,17,12,2.22089033954435," mathematician "
"251",251,251,13985,1780,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q268702","scientist",56678,226,34,8599,38,34,7451,44,36,6.01393649307987," mathematician "
"252",252,252,14081,1830,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787739","actuary",3225,17,2,NA,NA,NA,NA,NA,NA,0.14769011607287," actuary "
"253",253,253,14286,1819,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q155907","scientist",31270,548,44,NA,NA,NA,5837,106,44,4.9279607981657," mathematician "
"254",254,254,14515,1831,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q742536","scientist",12302,248,18,5030,42,18,10314,48,18,3.11782553247," mathematician "
"255",255,255,15455,1768,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q921869","scientist",5832,49,8,4006,10,8,5062,17,9,1.32115061364725," mathematician "
"256",256,256,386,1819,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q20015","scientist",34646,272,53,8438,57,53,5417,52,53,6.88208245732686," mathematician "
"257",257,257,245,1781,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15994274","scientist",2668,17,3,NA,NA,NA,1409,9,3,0.320091168370293," astronomer "
"258",258,258,1151,1791,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q46633","scientist",102358,1244,86,15053,181,86,19398,197,86,15.2462165537501," mathematician "
"259",259,259,175,1776,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q390352","scientist",6473,185,20,2918,25,20,4667,40,20,2.63049582591765," mathematician "
