"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"6018","24472","1837","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2913730",5009,4,2,0.181856681829299
"6019","24815","1826","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3807666",1478,2,3,0.0886281178749281
"6020","24802","1769","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q932064",4004,13,5,0.268574170501494
"6021","12429","1795","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3263006",3390,18,3,0.21561831242593
"6022","25109","1767","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3083474",5587,14,3,0.26874805333465
"6023","25433","1814","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16213357",4181,10,1,0.15335561702468
"6024","25448","1797","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q12950875",7061,10,3,0.298937128694923
"6025","23037","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15971863",9031,87,2,0.653523386039902
"6026","22857","1677","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3291621",1148,12,1,0.0654093945599836
"6027","24237","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3507370",3806,3,1,0.112440722469624
"6028","23549","1561","Italy",4826,37,8,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q330626",4936,36,8,0.927844235436654
"6029","23575","1521","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q940660",11111,60,6,0.716000979137508
"6030","22324","1714","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3766568",2409,12,4,0.186720118617627
"6031","22762","1724","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3561277",7435,10,3,0.310804084317495
"6032","22936","1702","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3880935",3026,5,2,0.123081605896604
"6033","24128","1702","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q745185",2360,16,4,0.201746047969026
"6034","24306","1673","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q336137",2702,38,23,0.818687719546121
"6035","24379","1644","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q64592",4287,18,10,0.433778593961409
"6036","25081","1585","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q77509",11465,16,7,0.571945541822002
"6037","23666","1717","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5798772",4552,6,3,0.20274629965759
"6038","24051","1752","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18176371",2167,6,2,0.0999708564873601
"6039","25142","1754","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q337499",3522,14,5,0.257425566198426
"6040","22156","1717","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3299807",2421,16,4,0.203681567468964
"6041","22437","1588","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q783040",24490,37,16,1.31617341046335
"6042","22989","1600","Belgium",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3309358",1959,9,1,0.0787067667731094
"6043","23455","1568","Italy",4493,74,15,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1302535",70412,186,15,4.05971813120949
"6044","23607","1593","Netherlands",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3109725",2914,11,1,0.117299097845358
"6045","22074","1622","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3182168",621,13,1,0.052832948002863
"6046","24797","1582","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3182317",4408,34,1,0.260042433452217
"6047","17492","1785","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q345654",2288,76,24,0.990167938225037
"6048","23465","1832","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3379910",554,5,1,0.0175456677018716
"6049","23546","1813","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1891614",7910,9,7,0.430129794647217
"6050","24637","1761","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3386716",15726,25,1,0.581854070697348
"6051","24851","1787","Scandinavia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3511570",907,3,2,0.04755575518619
"6052","22193","1824","Poland",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7975652",2078,6,5,0.17844631292342
"6053","19171","1840","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q76359",4793,59,57,1.89347674291633
"6054","23100","1827","Russia",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1778715",3234,5,3,0.156781213798547
"6055","23442","1814","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q60807",2742,10,24,0.730991879947806
"6056","23578","1842","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q42391152",4243,9,1,0.151177693623255
"6057","19281","1770","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8016140",5723,10,12,0.500380852356646
"6058","25145","1826","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20971780",6018,8,1,0.203352965359439
"6059","25592","1828","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q68225",5830,7,12,0.491340425750812
"6060","22805","1718","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q539034",2977,32,17,0.639943563601798
"6061","23048","1698","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2871562",6436,25,1,0.287083969805119
"6062","23380","1706","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q34969",63612,1205,115,10.0819500508883
"6063","23645","1660","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1378752",2985,34,15,0.594288140272337
"6064","25492","1736","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q9041",14791,242,123,4.75786521594676
"6065","24696","1611","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3386562",10132,19,3,0.433685984640135
"6066","25378","1575","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6220512",4818,8,9,0.382075601561492
"6067","1139","1766","Germany",2935,21,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q84597",1131,15,9,0.686061036731529
"6068","24873","1637","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3189867",4995,14,3,0.249963995236889
"6069","25040","1751","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q63603",2161,19,14,0.478865367465343
"6070","25223","1703","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q48752404",5780,9,1,0.199946439056124
"6071","25573","1754","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q60662",3844,49,22,0.8734202792873
"6072","25367","1751","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7184492",1957,11,3,0.1411332599867
"6073","22269","1718","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q725600",9938,38,18,0.912785735470646
"6074","22492","1755","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2976995",6145,21,1,0.261269898978655
"6075","22835","1740","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q28319500",4120,8,1,0.14312975206628
"6076","22891","1670","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q29386402",8119,11,1,0.282452851897462
"6077","22951","1718","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3083337",14891,31,1,0.580230700803087
"6078","23134","1733","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3157927",2256,29,1,0.171033980234473
"6079","23527","1650","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3525166",4503,17,1,0.192588830702739
"6080","23537","1707","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3168514",8864,90,4,0.71485963038453
"6081","18113","1713","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q202703",12556,154,52,2.39808778740412
"6082","24640","1692","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3058541",11880,30,2,0.507646820069224
"6083","25313","1748","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21027481",4146,8,1,0.143954727590844
"6084","22753","1635","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3770213",2850,10,4,0.192422627248883
"6085","23290","1650","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2262516",2574,22,6,0.287606874918993
"6086","25355","1722","Italy",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2056057",1328,10,4,0.144129829234031
"6087","22142","1825","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q68613",4105,11,13,0.480286967301145
"6088","22348","1682","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q61311",2171,39,21,0.751784746266664
"6089","22660","1795","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q103393",2350,2,3,0.116296527775684
"6090","22073","1600","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2415586",5215,21,2,0.258860962766996
"6091","23143","1673","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q61485",2560,14,14,0.470799705138457
"6092","18645","1842","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q77551",1935,11,11,0.357233633417068
"6093","23626","1640","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6216102",1608,2,3,0.0927529954977473
"6094","23709","1764","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q516714",3263,7,7,0.274390939086906
"6095","18743","1825","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q65845",7511,22,16,0.715255072156842
"6096","23966","1786","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q97560",2081,10,2,0.113822782207649
"6097","24169","1804","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q98459",2266,11,3,0.150937776797863
"6098","24439","1806","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q62540",4687,6,18,0.613526882001236
"6099","18923","1845","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1732224",1076,6,3,0.0924534179889797
"6100","25076","1318","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q64236",1816,21,11,0.394909511193102
"6101","25108","1783","Germany",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q213655",4118,21,24,0.820249023115492
"6102","22276","1813","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q500440",6505,13,22,0.808627132991313
"6103","18610","1777","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q905891",2637,11,3,0.162709542936831
"6104","23068","1785","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q593690",735,12,6,0.187803994177729
"6105","23147","1837","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q56492411",11729,154,4,1.07105664189666
"6106","23515","1799","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3568663",2575,8,4,0.175406579126765
"6107","23588","1793","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q458154",3300,9,5,0.229655680765612
"6108","24387","1791","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1467478",1609,13,9,0.300980447579749
"6109","24660","1814","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16174856",11234,11,3,0.435490873116648
"6110","15440","1781","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q497429",1483,43,13,0.529736885967053
"6111","22126","1702","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2960466",8821,13,4,0.394316947635445
"6112","23292","1759","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8008928",7853,2,4,0.318005574237838
"6113","23728","1841","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20127383",11877,15,2,0.445374039647159
"6114","24248","1827","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q904632",1827,27,3,0.203331146031573
"6115","13885","1817","United Kingdom",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3178493",3836,10,8,0.332107452348302
"6116","22999","1741","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3262367",8453,14,5,0.413885347414743
"6117","22259","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15973223",1265,4,1,0.0359604025866748
"6118","22405","1749","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3592015",4593,10,1,0.16642830610623
"6119","22406","1798","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3104088",1514,3,1,0.0397159569965362
"6120","22407","1780","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3168977",1764,6,1,0.0600839321511885
"6121","22448","1828","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15973611",2155,20,1,0.130522713056744
"6122","22462","1836","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15973631",2546,6,1,0.0848966575438388
"6123","22466","1679","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q105006470",4847,12,1,0.182778027843122
"6124","22533","1802","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q456697",5968,40,5,0.442811216123162
"6125","22545","1808","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q38409133",2126,4,1,0.0632797843808846
"6126","22554","1823","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20155989",13106,3,1,0.407528121640532
"6127","22553","1807","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3383677",3389,8,1,0.119935247894889
"6128","22588","1799","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16211645",13519,8,3,0.495558011606969
"6129","22594","1620","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3384092",3981,44,7,0.450544346477552
"6130","22595","1623","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q29553352",6264,3,1,0.190432639368774
"6131","23009","1726","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3370700",3777,13,1,0.152972284753765
"6132","22616","1748","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3164357",3463,6,1,0.113992909698648
"6133","24063","1764","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q385701",4048,10,5,0.257534764739987
"6134","22622","1822","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3188444",5204,12,2,0.221205380097373
"6135","22625","1652","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3484215",4213,12,1,0.162661316974912
"6136","18570","1801","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q503318",13366,81,23,1.33529703128568
"6137","22832","1796","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2853949",13928,20,2,0.531177780250252
"6138","22687","1742","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2853513",4271,19,2,0.220617659801294
"6139","22705","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15974082",1258,3,1,0.0315931210623692
"6140","25408","1743","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q585818",4661,30,6,0.38698840751302
"6141","22768","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16645220",1478,4,1,0.0427188559225247
"6142","22820","1744","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3158056",2407,15,1,0.117792766033286
"6143","22822","1778","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3170003",2615,15,1,0.124392570229797
"6144","22821","1776","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3340184",1471,11,1,0.0715129562320651
"6145","22876","-40","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18655839",3892,13,1,0.156621214958566
"6146","22894","1587","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q27514768",57016,18,1,1.86296245425583
"6147","22898","1831","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7184914",1692,2,3,0.0954183010386459
"6148","22901","1751","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18611008",13101,15,1,0.457111545251962
"6149","22933","1744","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q29877477",6828,1,1,0.200037916827774
"6150","22900","1598","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3471086",43568,21,1,1.44869524727681
"6151","22953","1748","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3163981",3514,20,2,0.200743352834571
"6152","22982","1765","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3083636",5452,11,1,0.197829400973934
"6153","23062","1824","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q19945017",7603,7,1,0.249499569800734
"6154","23067","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16665777",1613,3,1,0.0428572099554522
"6155","23074","1827","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3130927",1198,20,3,0.154356875198087
"6156","23113","1780","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q573378",4286,31,4,0.325035287380946
"6157","23114","1774","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q23760557",9305,15,1,0.336665118665643
"6158","23130","1745","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3340258",2006,17,2,0.140459254222177
"6159","23140","1748","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1463664",8949,65,4,0.613927347522528
"6160","23150","1764","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18214560",3981,3,1,0.117993442346496
"6161","23180","1837","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q904665",2494,11,5,0.212371784962595
"6162","23204","1793","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q41741569",3649,5,1,0.115749484952835
"6163","23322","1814","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3579833",6255,16,3,0.298233923808828
"6164","22128","1848","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3121184",6166,23,1,0.270226570822341
"6165","23558","1684","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3172405",4720,11,1,0.174603166974676
"6166","23648","1749","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3168043",3398,8,1,0.120220816345699
"6167","23649","1629","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3385435",1706,4,1,0.0499532566763922
"6168","23743","1801","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3173705",2463,19,1,0.136150327310808
"6169","23834","1814","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3189313",31633,12,1,1.03269319711107
"6170","23926","1803","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2959517",7765,11,1,0.271220492832247
"6171","24060","1739","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3260568",4336,14,1,0.174854431261118
"6172","24071","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3170158",1343,11,1,0.0674515382649816
"6173","24109","1770","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2848100",13662,25,4,0.597663117094425
"6174","25411","1734","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3260565",3517,18,1,0.16544839315428
"6175","22361","1540","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3437477",18010,33,2,0.714586183086772
"6176","24135","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3131467",3696,15,1,0.158692514154931
"6177","24136","1751","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3262503",8107,23,2,0.35891397041925
"6178","24150","1841","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2980612",3181,11,3,0.179970569296936
"6179","24229","1828","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16214699",4009,4,1,0.123027050256026
"6180","24279","1802","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3067479",3049,16,3,0.196508095664535
"6181","24291","1701","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q167883",18701,23,6,0.803458981672872
"6182","24312","1838","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3617083",13400,51,9,0.832623411680213
"6183","24330","20","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16640863",4381,3,1,0.130685373493632
"6184","23299","1626","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3510217",1811,14,1,0.094736615894823
"6185","24348","1818","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3047681",4529,11,1,0.168542769851918
"6186","24240","1757","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3271730",7962,34,3,0.427009849105384
"6187","24448","1772","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q25999358",2213,8,1,0.0826209703223099
"6188","24588","1680","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15973380",2750,4,1,0.0830791969704165
"6189","24988","1832","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15704656",2152,4,1,0.0641047599054486
"6190","24718","1735","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q14125842",11949,34,5,0.607716280225325
"6191","24754","1819","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1356899",3862,27,7,0.376300560564357
"6192","25005","1719","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3085620",2889,12,5,0.229050239699622
"6193","24854","1836","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3188870",1174,24,1,0.115976442835317
"6194","24861","1766","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3168120",1830,11,2,0.110003768142052
"6195","24968","1808","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3132365",3433,21,2,0.202318409506506
"6196","24995","1672","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2856923",1123,12,1,0.0646161488632879
"6197","25033","1812","France",NA,NA,NA,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q717756",2396,15,4,0.198743149043037
