"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"547","3846","1843","Italy",4452,18,7,3307,23,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3725715",3182,15,8,1.11586104240848
"548","3867","1843","Scandinavia",4510,4,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q19196268",NA,NA,NA,0.202693820361973
"549","3891","1794","Belgium",2263,32,13,1920,19,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q983354",5379,21,13,1.56367211093832
"550","4040","1766","Scandinavia",10087,9,8,3761,5,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q4993582",NA,NA,NA,0.906821555304578
"551","4544","1832","Iberia",7145,273,69,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q127349",8907,167,71,5.47855521315615
"552","4999","1829","United Kingdom",4512,17,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q29431876",NA,NA,NA,0.221658083336033
"553","45","1812","United Kingdom",6206,86,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5078380",NA,NA,NA,0.352858070351609
"554","156","1765","United Kingdom",6760,98,14,4307,15,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q497656",5375,23,14,1.96371787565994
"555","9249","1842","Scandinavia",13384,214,40,9796,103,40,"https://www.wikidata.org/wiki/Special:EntityPage/Q30769",3813,55,40,5.18839655875692
"556","9278","1827","Russia",3722,16,7,3449,10,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q4356483",NA,NA,NA,0.65088337435881
"557","9369","1797","Netherlands",2160,17,5,3353,7,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q7309857",NA,NA,NA,0.468475003360762
"558","9744","1814","Scandinavia",16499,17,5,3073,10,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q1039038",NA,NA,NA,0.978410480095932
"559","9801","1844","Belgium",4825,10,5,2777,10,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q3371764",NA,NA,NA,0.548392703216898
"560","10372","1846","Scandinavia",5067,107,27,10815,65,27,"https://www.wikidata.org/wiki/Special:EntityPage/Q357154",4167,57,27,3.53358140673214
"561","10581","1791","France",3497,7,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q24330340",NA,NA,NA,0.142726534010493
"562","10690","1732","Iberia",12200,118,18,4118,48,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q731937",NA,NA,NA,1.91129954876655
"563","10868","1840","Belgium",4484,28,7,3735,11,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q1351886",NA,NA,NA,0.708605199931878
"564","11119","1793","France",5389,12,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3526475",2857,22,5,0.619963984949936
"565","11148","1817","Scandinavia",2728,5,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6699118",NA,NA,NA,0.141448427378944
"566","11566","1839","Scandinavia",9805,48,19,5476,25,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q455001",1276,17,19,2.34126828946626
"567","11570","1828","Russia",4604,7,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4360273",NA,NA,NA,0.239046814904123
"568","11761","1728","Poland",7331,47,11,2198,18,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q1354652",2763,20,11,1.51438824912941
"569","11966","1835","United Kingdom",3798,10,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q22808501",NA,NA,NA,0.157677196277379
"570","13230","1846","Netherlands",1441,28,6,3343,12,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q441255",2475,14,6,0.837368020279011
"571","13268","1739","Germany",11052,19,4,5125,15,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q1386462",NA,NA,NA,0.82018461530463
"572","13933","1842","Russia",4293,36,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2604093",NA,NA,NA,0.327623399752955
"573","14488","1832","Scandinavia",3739,38,24,2841,22,24,"https://www.wikidata.org/wiki/Special:EntityPage/Q320298",2243,17,24,2.46423875367036
"574","14678","1838","Scandinavia",5676,61,12,7649,29,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q1242983",2820,26,12,1.80528781324108
"575","14694","1842","United Kingdom",2617,7,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q37738082",NA,NA,NA,0.111764178729803
"576","15692","1745","Scandinavia",6386,58,26,3023,18,26,"https://www.wikidata.org/wiki/Special:EntityPage/Q372017",5820,21,26,2.86952040739831
"577","2506","1736","Scandinavia",1492,19,9,2064,7,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q1355274",3270,11,9,1.02533792025769
"578","3774","1744","Iberia",1010,14,7,5232,13,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q640940",NA,NA,NA,0.621407039082547
"579","5201","1734","France",5158,8,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15603987",NA,NA,NA,0.259992401393471
"580","4993","1753","Italy",6151,12,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3876212",NA,NA,NA,0.358115155739939
"581","8388","1698","Scandinavia",1733,20,9,2203,10,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q980778",2087,4,9,0.987025088731538
"582","9219","1740","Scandinavia",25141,80,21,5777,27,21,"https://www.wikidata.org/wiki/Special:EntityPage/Q447071",NA,NA,NA,2.43204263759468
"583","10956","1764","Netherlands",7821,19,5,5707,10,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q2094270",789,2,5,0.925791215192199
"584","11287","1688","United Kingdom",4289,8,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18715248",NA,NA,NA,0.172046030223482
"585","11315","1759","Italy",5251,8,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q12954830",NA,NA,NA,0.320635604725034
"586","11696","1650","Italy",865,3,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21208931",NA,NA,NA,0.0443074382840477
"587","13364","1704","Germany",5831,50,17,8046,48,17,"https://www.wikidata.org/wiki/Special:EntityPage/Q65853",9848,19,17,2.50511498709191
"588","14295","1700","United Kingdom",3888,11,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18712038",NA,NA,NA,0.190982699920244
"589","14443","1701","Italy",3307,4,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20140435",NA,NA,NA,0.13168135064833
"590","3830","1748","France",5375,10,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2960489",2716,22,4,0.556305417004327
"591","14880","1746","United Kingdom",3831,17,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18917717",NA,NA,NA,0.197697442488136
"592","15164","1754","Germany",11506,126,23,8413,46,23,"https://www.wikidata.org/wiki/Special:EntityPage/Q93520",11299,21,23,3.36985628565019
"593","159","1756","United Kingdom",3733,10,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q20888872",NA,NA,NA,0.155390204125964
"594","3822","1567","Belgium",11845,73,13,2707,25,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q1003681",3897,30,13,2.00294408648561
"595","805","1582","United Kingdom",5952,20,10,4459,8,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q1530587",11704,76,10,1.88212959454447
"596","1437","1616","Scandinavia",10162,84,24,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q365909",18518,41,24,2.52814300013431
"597","3080","1540","Netherlands",5672,94,38,8588,42,38,"https://www.wikidata.org/wiki/Special:EntityPage/Q310771",11221,67,38,4.538840880142
"598","3377","1538","Germany",9444,150,33,11022,72,33,"https://www.wikidata.org/wiki/Special:EntityPage/Q76728",8871,129,33,4.73525226591838
"599","4122","1596","France",94411,3809,145,55397,1344,145,"https://www.wikidata.org/wiki/Special:EntityPage/Q9191",138734,2116,145,42.0167553747092
"600","4866","1597","Belgium",3754,42,9,3360,9,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q2034223",NA,NA,NA,0.794301648764353
"601","5060","1561","Germany",1560,39,18,3604,21,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q77520",1770,17,19,1.92154211394688
"602","5091","1578","Iberia",5945,5,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21402687",NA,NA,NA,0.254636946626648
"603","5869","1595","Netherlands",3748,32,17,2949,15,17,"https://www.wikidata.org/wiki/Special:EntityPage/Q548301",92048,153,17,5.25823761184153
"604","7331","1628","Netherlands",3502,70,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1692000",3938,29,9,0.924324136783087
"605","8459","1631","Poland",2973,31,8,1893,16,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q348552",NA,NA,NA,0.682518725348787
"606","9658","1550","Germany",5655,78,23,3932,59,23,"https://www.wikidata.org/wiki/Special:EntityPage/Q75797",3752,35,23,2.8358429643957
"607","10189","1620","Germany",4218,49,19,2010,22,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q362753",3867,27,19,2.14921596299644
"608","10407","1640","Scandinavia",4575,34,15,3961,13,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q559436",2547,22,16,1.79011226430408
"609","10510","1602","Belgium",10381,26,5,4246,13,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q556654",NA,NA,NA,0.826328794885873
"610","10763","1550","United Kingdom",18913,528,63,5917,87,63,"https://www.wikidata.org/wiki/Special:EntityPage/Q159592",6956,124,63,7.94129289820913
"611","10952","1610","Netherlands",5433,13,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q454324",NA,NA,NA,0.276935019720527
"612","12632","1561","Belgium",2471,50,17,6223,18,17,"https://www.wikidata.org/wiki/Special:EntityPage/Q505646",88683,144,17,5.2100810752799
"613","12897","1584","Belgium",9689,79,15,2899,17,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q1394819",NA,NA,NA,1.41590185977741
"614","12977","1618","Belgium",4602,21,8,3678,8,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q445943",NA,NA,NA,0.742756780575636
"615","13224","1615","Netherlands",3569,61,10,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q767210",5793,57,10,1.14431010326435
"616","13397","1589","United Kingdom",3291,16,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1635706",NA,NA,NA,0.26330100691917
"617","13734","1636","United Kingdom",7429,22,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5544569",NA,NA,NA,0.274187091164125
"618","13831","1622","Belgium",5183,55,8,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1394765",3546,32,8,0.905880724655522
"619","13915","1580","Netherlands",9271,173,41,8501,67,41,"https://www.wikidata.org/wiki/Special:EntityPage/Q244152",22656,119,41,5.72211420988088
"620","14145","1610","Netherlands",780,14,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2353318",15715,22,4,0.812902202442153
"621","14176","1640","United Kingdom",11195,29,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5427680",NA,NA,NA,0.4168655331902
"622","14508","1612","Belgium",3476,46,10,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q781744",4227,12,10,0.883015615101155
"623","15954","1625","Netherlands",26866,263,32,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q318362",NA,NA,NA,2.19758304299486
"624","7427","1629","Netherlands",80275,1144,88,19346,356,88,"https://www.wikidata.org/wiki/Special:EntityPage/Q39599",23869,517,88,16.9089409747088
"625","185","1542","United Kingdom",11614,44,6,2914,12,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q3524856",1055,5,6,1.12300163700871
"626","180","1666","United Kingdom",2874,6,3,4183,8,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2156361",NA,NA,NA,0.395886631445984
"627","159","1604","United Kingdom",1934,7,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6220192",NA,NA,NA,0.116418691557785
"628","1231","1625","United Kingdom",3227,9,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7787331",NA,NA,NA,0.136133473379199
"629","1256","1600","United Kingdom",807,12,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7323927",NA,NA,NA,0.0553471257384064
"630","1420","1630","United Kingdom",18678,297,43,19055,52,43,"https://www.wikidata.org/wiki/Special:EntityPage/Q207718",9735,64,43,6.01577555749546
"631","1593","1561","United Kingdom",3549,29,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3710095",NA,NA,NA,0.233901455190032
"632","2049","1561","United Kingdom",2704,31,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3710116",NA,NA,NA,0.207077310142378
"633","2107","1522","United Kingdom",13913,29,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7787717",NA,NA,NA,0.541182512279121
"634","2414","1633","United Kingdom",3548,15,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7787842",NA,NA,NA,0.127462432254778
"635","2467","1631","United Kingdom",6337,28,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8005897",NA,NA,NA,0.244485881782569
"636","2468","1565","United Kingdom",6976,21,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5342005",NA,NA,NA,0.314166183963437
"637","2492","1643","United Kingdom",2536,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7045362",NA,NA,NA,0.0831354649197761
"638","150","1561","United Kingdom",11747,153,29,7429,34,29,"https://www.wikidata.org/wiki/Special:EntityPage/Q335086",8416,54,29,3.87485898784793
"639","2578","1620","United Kingdom",6903,134,19,4224,22,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q451693",5395,26,19,2.47962950236962
"640","2964","1589","United Kingdom",4025,20,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4215700",NA,NA,NA,0.180197841163692
"641","3397","1626","United Kingdom",3982,17,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5560859",NA,NA,NA,0.145639255848036
"642","3487","1633","United Kingdom",4030,11,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18528469",NA,NA,NA,0.138607852828411
"643","3504","1625","United Kingdom",7300,41,10,8073,16,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q1279339",1628,13,10,1.52775647062747
"644","3680","1610","United Kingdom",9158,49,11,1661,13,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q2142007",NA,NA,NA,1.07300742427017
"645","3837","1596","United Kingdom",9079,25,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15989945",NA,NA,NA,0.336601636696523
"646","4052","1584","United Kingdom",2222,18,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4157022",NA,NA,NA,0.171224489742487
"647","4882","1561","United Kingdom",2099,8,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7789506",NA,NA,NA,0.0949919869681285
"648","5171","1574","United Kingdom",29309,186,17,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q453697",NA,NA,NA,1.74134593596776
"649","191","1627","United Kingdom",2236,5,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18593573",NA,NA,NA,0.0667666106871591
"650","5264","1592","United Kingdom",5882,29,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7411401",NA,NA,NA,0.287301358513343
"651","188","1607","United Kingdom",1928,3,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7964863",NA,NA,NA,0.0530230334181815
"652","261","1612","United Kingdom",10485,35,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1090266",NA,NA,NA,0.51534689142065
"653","5703","1597","United Kingdom",2010,28,8,3883,17,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q706830",NA,NA,NA,0.71013515938591
"654","6167","1625","United Kingdom",2586,9,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7287559",NA,NA,NA,0.113580212316788
"655","6169","1602","United Kingdom",24723,127,10,3386,24,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q381336",14700,15,11,2.60925214158042
"656","6381","1581","United Kingdom",9276,101,15,6027,18,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q726699",5891,21,15,2.21465743751127
"657","6555","1628","United Kingdom",3086,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6004658",NA,NA,NA,0.102486936970207
"658","6640","1560","United Kingdom",21262,197,29,10524,63,29,"https://www.wikidata.org/wiki/Special:EntityPage/Q315402",15028,129,29,5.02508427478941
"659","7197","1649","United Kingdom",6212,11,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6239711",NA,NA,NA,0.215380420126667
"660","185","1556","United Kingdom",4305,19,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15451894",NA,NA,NA,0.21728164586688
"661","7257","1618","United Kingdom",18988,242,34,4254,41,34,"https://www.wikidata.org/wiki/Special:EntityPage/Q354631",13015,43,35,4.73683559981853
"662","7338","1553","United Kingdom",56286,125,7,4301,9,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3435427",12961,37,7,3.43457593869777
"663","4649","1616","United Kingdom",2613,14,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3181865",1668,12,3,0.334449435389608
"664","9221","1626","United Kingdom",11224,23,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8014557",NA,NA,NA,0.437851147437622
"665","9539","1572","United Kingdom",6577,15,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7791987",NA,NA,NA,0.234036266510698
"666","10210","1605","United Kingdom",3202,6,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7792400",NA,NA,NA,0.102208208967012
"667","10482","1617","United Kingdom",10334,38,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6272193",NA,NA,NA,0.428337594116083
"668","10534","1625","United Kingdom",8009,64,15,6421,21,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q950850",3647,18,15,2.05881325576228
"669","10585","1627","United Kingdom",5637,33,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3057690",3475,14,6,0.701443623446745
"670","10829","1637","United Kingdom",3687,34,6,2550,12,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q4321312",NA,NA,NA,0.601569756638687
"671","11015","1590","United Kingdom",4034,45,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7328100",NA,NA,NA,0.216848913124631
"672","11039","1624","United Kingdom",4031,9,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15441631",NA,NA,NA,0.19310732973262
"673","11205","1574","United Kingdom",17278,130,35,3262,33,35,"https://www.wikidata.org/wiki/Special:EntityPage/Q311491",4083,60,35,4.28898738695315
"674","11495","1611","United Kingdom",14798,99,22,6344,19,22,"https://www.wikidata.org/wiki/Special:EntityPage/Q471794",4834,27,23,3.02030958805824
"675","12631","1620","United Kingdom",2756,34,8,7016,5,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q965744",1836,7,8,1.0893621587987
"676","12751","1583","United Kingdom",6419,34,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7793671",NA,NA,NA,0.256091269105024
"677","13024","1642","United Kingdom",5113,27,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7328895",NA,NA,NA,0.199966683886332
"678","13054","1615","United Kingdom",3233,45,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5082376",NA,NA,NA,0.217351655585429
"679","14047","1600","United Kingdom",3487,8,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15984704",2292,10,2,0.31220416570075
"680","14849","1564","United Kingdom",3821,17,3,3907,8,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q3336771",23110,70,3,1.54144585045605
"681","14994","1586","United Kingdom",2215,49,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7177420",NA,NA,NA,0.244718391216594
"682","15466","1616","United Kingdom",26601,404,37,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q208359",7805,146,37,4.39215210823088
"683","12913","1617","United Kingdom",5849,384,8,5334,22,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q326763",NA,NA,NA,1.43060970289345
"684","15505","1563","United Kingdom",5657,26,5,4725,13,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q3565913",3006,35,5,1.05080375078247
"685","15917","1596","United Kingdom",6925,21,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5339928",NA,NA,NA,0.369742820067251
"686","180","1622","United Kingdom",4133,15,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7351218",NA,NA,NA,0.14804536161751
